exp_id,rmse_mean,rmse_std,mae_mean,mae_std,r2_mean,r2_std,test_rmse,test_mae,test_r2
"model=xgboost|params=n_estimators=80,max_depth=4,learning_rate=0.08,subsample=0.9,colsample_bytree=0.9|impute=median|outlier=none|sampling=none|scale=True",0.15791057690087698,0.004040044168362255,0.11284532804352568,0.002267799004995884,0.9715076630614163,0.0016027573309717966,0.7228884369492792,0.6193609535980225,-1.2187785392296244
"model=xgboost|params=n_estimators=80,max_depth=4,learning_rate=0.08,subsample=0.9,colsample_bytree=0.9|impute=median|outlier=none|sampling=target_bin_weighted|scale=True",0.15808703310767167,0.005960160810752124,0.11399119031012508,0.004547111603363489,0.9714262161036153,0.00222708758698032,0.67965593218963,0.5806125248599051,-0.9613252720819827
"model=xgboost|params=n_estimators=80,max_depth=4,learning_rate=0.08,subsample=0.9,colsample_bytree=0.9|impute=median|outlier=none|sampling=target_bin_weighted|scale=False",0.15996200872915178,0.004418039738980413,0.1152671502605962,0.003351261578866598,0.9707600053952705,0.00174796185192696,0.660456637634837,0.5627868184065818,-0.8520811816847715
"model=xgboost|params=n_estimators=80,max_depth=4,learning_rate=0.08,subsample=0.9,colsample_bytree=0.9|impute=median|outlier=none|sampling=none|scale=False",0.16098340737197922,0.0035012860865659273,0.11527887253998033,0.0022641740132895126,0.9703930011990376,0.0014692486072619205,0.7137659652009724,0.6093065294480323,-1.1631322465562075
"model=xgboost|params=n_estimators=80,max_depth=4,learning_rate=0.08,subsample=0.9,colsample_bytree=0.9|impute=median|outlier=none|sampling=undersample_major_bins|scale=False",0.16098340737197922,0.0035012860865659273,0.11527887253998033,0.0022641740132895126,0.9703930011990376,0.0014692486072619205,0.7137659652009724,0.6093065294480323,-1.1631322465562075
model=ridge|params=alpha=1.0|impute=median|outlier=none|sampling=none|scale=True,0.5269346270938564,0.009842781121820306,0.3896784133858193,0.007974027581006644,0.6828525023866236,0.013226250335052824,1.1020304341695475,0.9854172156232419,-4.156542212333151
